id,pt_in,pt_out,tt_in,tt_out,vf_fr,vf_td,vf_su,pt_in_s,pt_out_s,tt_in_s,tt_out_s,vf_fr_s,vf_td_s,vf_su_s
215,2.58,2.58,18.04,21.85,0.0,0.0,3744621.0,2.58,2.58,18.04,21.85,649.85,1189.21,3075819.0
216,2.67,2.67,18.34,24.71,0.0,0.0,3744621.0,2.67,2.67,18.34,24.71,627.86,1809.85,3076440.0
217,2.61,2.59,18.12,24.26,0.0,0.0,3744621.0,2.61,2.59,18.12,24.26,1871.64,4100.94,3078731.0
218,2.71,2.7,21.15,25.79,0.0,0.0,3744621.0,2.71,2.7,21.15,25.79,817.62,5094.14,3079724.0
219,2.93,2.93,28.92,27.75,0.0,0.0,3744621.0,2.93,2.93,28.92,27.75,854.36,5924.09,3080554.0
220,2.95,2.95,29.96,29.15,0.0,0.0,3744621.0,2.95,2.95,29.96,29.15,779.72,6740.83,3081371.0
221,2.93,2.93,28.34,29.33,0.0,0.0,3744621.0,2.93,2.93,28.34,29.33,747.99,7504.72,3082135.0
222,2.85,2.84,26.65,29.32,0.0,0.0,3744621.0,2.85,2.84,26.65,29.32,1995.23,8297.69,3082928.0
223,2.7,2.69,23.06,25.82,0.0,0.0,3744621.0,2.7,2.69,23.06,25.82,1102.19,9868.68,3084499.0
224,2.65,2.63,18.51,21.42,0.0,0.0,3744621.0,2.65,2.63,18.51,21.42,2128.58,11590.85,3086221.0
225,2.89,2.87,18.2,18.78,0.0,0.0,3744621.0,2.89,2.87,18.2,18.78,1888.9,13734.19,3088365.0
226,2.81,2.81,18.44,17.85,0.0,0.0,3744621.0,2.81,2.81,18.44,17.85,734.86,14515.2,3089145.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2.64,2.64,17.93,15.38,0.0,0.0,3744621.0,2.64,2.64,17.93,15.38,561.95,17446.54,3092077.0
229,2.86,2.85,18.06,14.84,0.0,0.0,3744621.0,2.86,2.85,18.06,14.84,537.79,17999.12,3092629.0
230,2.8,2.8,17.83,14.03,0.0,0.0,3744621.0,2.8,2.8,17.83,14.03,516.61,18527.47,3093157.0
231,2.75,2.75,17.69,13.53,0.0,0.0,3744621.0,2.75,2.75,17.69,13.53,480.29,19027.86,3093658.0
232,2.77,2.77,17.84,13.08,0.0,0.0,3744621.0,2.77,2.77,17.84,13.08,465.49,19493.91,3094124.0
233,2.98,2.98,17.6,12.68,0.0,0.0,3744621.0,2.98,2.98,17.6,12.68,392.53,19925.23,3094555.0
234,2.94,2.94,17.36,12.34,0.0,0.0,3744621.0,2.94,2.94,17.36,12.34,416.38,20318.69,3094949.0
235,2.82,2.81,17.32,12.73,0.0,0.0,3744621.0,2.82,2.81,17.32,12.73,1728.86,21531.42,3096162.0
236,2.73,2.73,18.37,16.74,0.0,0.0,3744621.0,2.73,2.73,18.37,16.74,547.21,22439.94,3097070.0
237,2.68,2.68,21.13,24.17,0.0,0.0,3744621.0,2.68,2.68,21.13,24.17,532.63,4.45,3097609.0
238,2.52,2.5,17.64,26.15,0.0,0.0,3744621.0,2.52,2.5,17.64,26.15,2305.31,2821.07,3100426.0
239,2.6,2.6,18.32,31.99,0.0,0.0,3744621.0,2.6,2.6,18.32,31.99,0.0,3653.71,3101258.0
240,2.67,2.67,18.66,34.98,0.0,0.0,3744621.0,2.67,2.67,18.66,34.98,0.0,3654.26,3101259.0
241,2.7,2.66,18.65,29.58,0.0,0.0,3744621.0,2.7,2.66,18.65,29.58,4071.51,6226.22,3103832.0
242,2.72,2.71,18.79,30.46,0.0,0.0,3744621.0,2.72,2.71,18.79,30.46,1403.39,9127.47,3106732.0
243,2.79,2.78,19.31,35.01,0.0,0.0,3744621.0,2.79,2.78,19.31,35.01,0.0,9605.53,3107210.0
244,2.84,2.84,19.51,37.42,0.0,0.0,3744621.0,2.84,2.84,19.51,37.42,0.0,9605.53,3107210.0
245,2.94,2.94,24.89,34.21,0.0,0.0,3744621.0,2.94,2.94,24.89,34.21,0.0,9605.53,3107210.0
246,2.94,2.92,22.74,28.66,0.0,0.0,3744621.0,2.94,2.92,22.74,28.66,2187.13,10878.62,3108484.0
247,2.94,2.93,20.74,24.7,0.0,0.0,3744621.0,2.94,2.93,20.74,24.7,1943.87,12950.22,3110555.0
248,2.95,2.94,18.38,21.92,0.0,0.0,3744621.0,2.95,2.94,18.38,21.92,2211.07,14982.35,3112587.0
249,2.98,2.97,19.29,20.54,0.0,0.0,3744621.0,2.98,2.97,19.29,20.54,1463.11,16426.15,3114031.0
250,2.97,2.97,19.98,20.0,0.0,0.0,3744621.0,2.97,2.97,19.98,20.0,761.06,17114.03,3114719.0
251,2.77,2.76,17.85,18.69,0.0,0.0,3744621.0,2.77,2.76,17.85,18.69,2180.96,19142.44,3116748.0
252,2.65,2.64,18.2,18.58,0.0,0.0,3744621.0,2.65,2.64,18.2,18.58,1057.56,20407.64,3118012.0
253,2.8,2.8,18.46,16.17,0.0,0.0,3744621.0,2.8,2.8,18.46,16.17,574.34,21375.69,3118980.0
254,3.01,3.0,18.48,15.91,0.0,0.0,3744621.0,3.01,3.0,18.48,15.91,494.74,21924.16,3119529.0
255,2.96,2.95,18.29,15.67,0.0,0.0,3744621.0,2.96,2.95,18.29,15.67,479.2,22425.36,3120030.0
256,2.92,2.92,18.14,15.47,0.0,0.0,3744621.0,2.92,2.92,18.14,15.47,0.0,22773.78,3120378.0
257,2.92,2.92,17.91,14.99,0.0,0.0,3744621.0,2.92,2.92,17.91,14.99,0.0,22773.78,3120378.0
258,2.92,2.92,17.65,14.6,0.0,0.0,3744621.0,2.92,2.92,17.65,14.6,0.0,22773.78,3120378.0
259,2.92,0.3,17.64,14.02,0.0,0.0,3744621.0,2.92,0.3,17.64,14.02,0.0,22773.78,3120378.0
260,2.92,0.18,18.1,14.82,0.0,0.0,3744621.0,2.92,0.18,18.1,14.82,0.0,22773.78,3120378.0
261,2.92,0.15,18.53,15.58,0.0,0.0,3744621.0,2.92,0.15,18.53,15.58,0.0,0.0,3120378.0
262,2.85,2.83,17.67,16.41,0.0,0.0,3744621.0,2.85,2.83,17.67,16.41,1720.29,2011.65,3122390.0
263,2.85,2.84,18.38,22.62,0.0,0.0,3744621.0,2.85,2.84,18.38,22.62,1637.65,3681.53,3124060.0
264,2.94,2.93,22.65,22.98,0.0,0.0,3744621.0,2.94,2.93,22.65,22.98,1573.21,5286.09,3125665.0
265,2.87,2.82,17.86,20.31,0.0,0.0,3744621.0,2.87,2.82,17.86,20.31,4301.57,8763.11,3129143.0
266,2.97,2.97,19.52,19.51,0.0,0.0,3744621.0,2.97,2.97,19.52,19.51,892.88,10777.71,3131156.0
267,2.91,2.9,20.72,20.33,0.0,0.0,3744621.0,2.91,2.9,20.72,20.33,792.38,11575.14,3131954.0
268,2.83,2.83,25.48,25.53,0.0,0.0,3744621.0,2.83,2.83,25.48,25.53,779.38,12358.95,3132737.0
269,2.74,2.72,19.96,20.95,0.0,0.0,3744621.0,2.74,2.72,19.96,20.95,2164.62,16034.25,3136413.0
270,2.92,2.91,18.24,19.39,0.0,0.0,3744621.0,2.92,2.91,18.24,19.39,2279.81,18192.07,3138571.0
271,2.93,2.92,17.79,17.08,0.0,0.0,3744621.0,2.93,2.92,17.79,17.08,1676.54,20152.35,3140531.0
272,2.83,2.83,17.88,15.58,0.0,0.0,3744621.0,2.83,2.83,17.88,15.58,589.28,21149.25,3141528.0
273,2.77,2.77,17.81,14.66,0.0,0.0,3744621.0,2.77,2.77,17.81,14.66,578.49,21739.43,3142118.0
274,2.99,2.98,18.0,14.27,0.0,0.0,3744621.0,2.99,2.98,18.0,14.27,541.15,22333.76,3142712.0
275,2.94,2.93,17.72,13.63,0.0,0.0,3744621.0,2.94,2.93,17.72,13.63,476.8,22799.51,3143178.0
276,2.89,2.88,17.59,13.38,0.0,0.0,3744621.0,2.89,2.88,17.59,13.38,503.6,23328.82,3143707.0
277,2.88,2.87,16.83,12.92,0.0,0.0,3744621.0,2.88,2.87,16.83,12.92,0.0,23431.62,3143810.0
278,2.88,2.87,16.56,12.64,0.0,0.0,3744621.0,2.88,2.87,16.56,12.64,0.0,23431.62,3143810.0
279,2.88,2.87,16.34,12.42,0.0,0.0,3744621.0,2.88,2.87,16.34,12.42,0.0,23431.62,3143810.0
280,2.87,2.86,17.29,12.74,0.0,0.0,3744621.0,2.87,2.86,17.29,12.74,1076.6,23494.33,3143873.0
281,2.75,2.74,17.45,13.33,0.0,0.0,3744621.0,2.75,2.74,17.45,13.33,1668.98,24699.24,3145078.0
282,2.7,2.69,17.83,14.86,0.0,0.0,3744621.0,2.7,2.69,17.83,14.86,2031.93,26878.88,3147258.0
283,2.83,2.82,18.9,17.49,0.0,0.0,3744621.0,2.83,2.82,18.9,17.49,4002.23,11.78,3148290.0
284,2.8,2.79,18.07,22.21,0.0,0.0,3744621.0,2.8,2.79,18.07,22.21,1386.09,1414.76,3149692.0
285,2.84,2.84,18.48,27.31,0.0,0.0,3744621.0,2.84,2.84,18.48,27.31,686.86,2258.63,3150536.0
286,2.97,2.97,27.21,29.8,0.0,0.0,3744621.0,2.97,2.97,27.21,29.8,700.53,2947.92,3151225.0
287,2.81,2.77,19.22,29.41,0.0,0.0,3744621.0,2.81,2.77,19.22,29.41,3646.78,4900.14,3153178.0
288,2.67,2.67,26.05,28.68,0.0,0.0,3744621.0,2.67,2.67,26.05,28.68,1001.76,6312.01,3154590.0
289,2.58,2.57,27.54,30.12,0.0,0.0,3744621.0,2.58,2.57,27.54,30.12,981.51,7302.58,3155580.0
290,2.48,2.48,27.29,29.47,0.0,0.0,3744621.0,2.48,2.48,27.29,29.47,889.42,8229.29,3156507.0
291,2.4,2.39,25.5,27.49,0.0,0.0,3744621.0,2.4,2.39,25.5,27.49,835.81,9087.86,3157365.0
292,2.79,2.78,24.42,25.85,0.0,0.0,3744621.0,2.79,2.78,24.42,25.85,802.96,9892.26,3158170.0
293,2.95,2.94,20.83,24.54,0.0,0.0,3744621.0,2.95,2.94,20.83,24.54,1941.45,11662.98,3159941.0
294,2.98,2.97,18.65,22.51,0.0,0.0,3744621.0,2.98,2.97,18.65,22.51,2078.95,13421.14,3161699.0
295,3.01,3.01,19.16,20.46,0.0,0.0,3744621.0,3.01,3.01,19.16,20.46,1008.83,15236.76,3163514.0
296,2.93,2.91,18.12,19.08,0.0,0.0,3744621.0,2.93,2.91,18.12,19.08,2225.05,16507.41,3164785.0
297,2.77,2.76,17.93,17.86,0.0,0.0,3744621.0,2.77,2.76,17.93,17.86,2186.69,18716.67,3166995.0
298,2.88,2.87,18.14,17.64,0.0,0.0,3744621.0,2.88,2.87,18.14,17.64,1047.75,19888.02,3168166.0
299,2.81,2.8,18.33,17.2,0.0,0.0,3744621.0,2.81,2.8,18.33,17.2,538.32,20557.52,3168835.0
300,2.76,2.75,18.54,17.32,0.0,0.0,3744621.0,2.76,2.75,18.54,17.32,510.93,21086.18,3169364.0
301,2.71,2.7,18.64,17.43,0.0,0.0,3744621.0,2.71,2.7,18.64,17.43,474.95,21577.47,3169855.0
302,2.67,2.66,18.96,17.84,0.0,0.0,3744621.0,2.67,2.66,18.96,17.84,0.0,22007.31,3170285.0
303,2.67,2.66,19.32,18.17,0.0,0.0,3744621.0,2.67,2.66,19.32,18.17,0.0,22007.31,3170285.0
304,2.67,2.66,19.58,18.4,0.0,0.0,3744621.0,2.67,2.66,19.58,18.4,0.0,22007.31,3170285.0
305,2.88,2.87,18.65,17.88,0.0,0.0,3744621.0,2.88,2.87,18.65,17.88,1474.93,23308.52,3171586.0
306,2.98,2.97,18.61,17.43,0.0,0.0,3744621.0,2.98,2.97,18.61,17.43,890.71,24465.77,3172743.0
307,2.91,2.91,19.26,17.86,0.0,0.0,3744621.0,2.91,2.91,19.26,17.86,415.32,6.75,3173370.0
308,2.79,2.79,17.66,17.9,0.0,0.0,3744621.0,2.79,2.79,17.66,17.9,937.19,766.39,3174130.0
309,2.8,2.79,17.83,18.52,0.0,0.0,3744621.0,2.8,2.79,17.83,18.52,1023.19,1769.74,3175133.0
310,2.83,2.82,17.88,18.38,0.0,0.0,3744621.0,2.83,2.82,17.88,18.38,742.2,2722.37,3176086.0
311,2.77,2.72,17.81,17.98,0.0,0.0,3744621.0,2.77,2.72,17.81,17.98,4368.06,5688.5,3179053.0
312,2.97,2.97,19.94,18.78,0.0,0.0,3744621.0,2.97,2.97,19.94,18.78,784.08,6726.55,3180090.0
313,2.9,2.89,20.48,19.47,0.0,0.0,3744621.0,2.9,2.89,20.48,19.47,810.53,7512.57,3180876.0
314,2.82,2.81,21.07,19.89,0.0,0.0,3744621.0,2.82,2.81,21.07,19.89,835.9,8309.97,3181673.0
315,2.73,2.73,20.64,19.77,0.0,0.0,3744621.0,2.73,2.73,20.64,19.77,851.36,9164.17,3182527.0
316,2.65,2.64,19.69,19.66,0.0,0.0,3744621.0,2.65,2.64,19.69,19.66,1756.71,9970.75,3183334.0
317,2.83,2.81,18.87,19.38,0.0,0.0,3744621.0,2.83,2.81,18.87,19.38,2994.18,11679.05,3185043.0
318,2.93,2.92,18.52,18.86,0.0,0.0,3744621.0,2.93,2.92,18.52,18.86,2376.19,14066.08,3187430.0
319,2.86,2.85,18.55,18.74,0.0,0.0,3744621.0,2.86,2.85,18.55,18.74,1425.58,15817.27,3189181.0
320,2.72,2.71,18.55,18.7,0.0,0.0,3744621.0,2.72,2.71,18.55,18.7,1445.95,17228.41,3190592.0
321,2.7,2.7,18.81,18.72,0.0,0.0,3744621.0,2.7,2.7,18.81,18.72,1389.7,18603.01,3191966.0
322,2.94,2.94,19.43,18.78,0.0,0.0,3744621.0,2.94,2.94,19.43,18.78,672.4,19865.98,3193229.0
323,2.87,2.87,19.67,18.73,0.0,0.0,3744621.0,2.87,2.87,19.67,18.73,665.37,20534.54,3193898.0
324,2.81,2.8,19.44,18.5,0.0,0.0,3744621.0,2.81,2.8,19.44,18.5,621.88,21180.11,3194543.0
325,2.75,2.75,19.04,18.15,0.0,0.0,3744621.0,2.75,2.75,19.04,18.15,556.91,21771.82,3195135.0
326,2.9,2.9,19.65,18.25,0.0,0.0,3744621.0,2.9,2.9,19.65,18.25,495.12,22298.75,3195662.0
327,2.94,2.93,19.39,18.19,0.0,0.0,3744621.0,2.94,2.93,19.39,18.19,403.26,22742.68,3196106.0
328,2.89,2.89,19.51,18.37,0.0,0.0,3744621.0,2.89,2.89,19.51,18.37,469.04,23190.97,3196554.0
329,2.8,2.79,19.22,18.67,0.0,0.0,3744621.0,2.8,2.79,19.22,18.67,972.3,24099.63,3197463.0
330,2.79,0.29,20.45,19.38,0.0,0.0,3744621.0,2.79,0.29,20.45,19.38,0.0,24280.49,3197643.0
331,2.78,0.28,21.79,20.98,0.0,0.0,3744621.0,2.78,0.28,21.79,20.98,0.0,24280.49,3197643.0
332,2.7,2.69,18.0,22.12,0.0,0.0,3744621.0,2.7,2.69,18.0,22.12,701.56,879.42,3198523.0
333,2.73,2.71,18.14,22.34,0.0,0.0,3744621.0,2.73,2.71,18.14,22.34,2018.3,2491.66,3200136.0
334,2.75,2.75,18.23,23.07,0.0,0.0,3744621.0,2.75,2.75,18.23,23.07,1809.61,4420.32,3202064.0
335,2.81,2.79,18.91,24.04,0.0,0.0,3744621.0,2.81,2.79,18.91,24.04,2315.81,6245.57,3203890.0
336,2.97,2.96,23.63,25.09,0.0,0.0,3744621.0,2.97,2.96,23.63,25.09,991.14,7471.72,3205115.0
337,2.97,2.97,28.46,29.31,0.0,0.0,3744621.0,2.97,2.97,28.46,29.31,577.0,8082.67,3205726.0
338,2.9,2.9,27.22,27.89,0.0,0.0,3744621.0,2.9,2.9,27.22,27.89,872.4,8769.65,3206413.0
339,2.82,2.82,27.31,28.86,0.0,0.0,3744621.0,2.82,2.82,27.31,28.86,804.25,9622.51,3207266.0
340,2.69,2.68,24.25,26.77,0.0,0.0,3744621.0,2.69,2.68,24.25,26.77,1752.98,10887.72,3208532.0
341,2.92,2.91,23.43,25.79,0.0,0.0,3744621.0,2.92,2.91,23.43,25.79,1732.92,12587.43,3210231.0
342,2.99,2.99,23.09,25.13,0.0,0.0,3744621.0,2.99,2.99,23.09,25.13,670.94,13749.46,3211393.0
343,2.94,2.94,22.37,23.27,0.0,0.0,3744621.0,2.94,2.94,22.37,23.27,783.09,14476.21,3212120.0
344,2.87,2.86,21.83,22.32,0.0,0.0,3744621.0,2.87,2.86,21.83,22.32,810.99,15230.54,3212874.0
345,2.76,2.75,21.33,21.87,0.0,0.0,3744621.0,2.76,2.75,21.33,21.87,1222.95,16314.25,3213958.0
346,2.92,2.91,20.57,21.5,0.0,0.0,3744621.0,2.92,2.91,20.57,21.5,1547.88,17829.4,3215473.0
347,2.96,2.96,21.34,21.52,0.0,0.0,3744621.0,2.96,2.96,21.34,21.52,602.05,18679.85,3216323.0
348,2.9,2.9,21.32,21.42,0.0,0.0,3744621.0,2.9,2.9,21.32,21.42,607.17,19289.03,3216933.0
349,2.84,2.84,21.26,21.32,0.0,0.0,3744621.0,2.84,2.84,21.26,21.32,589.53,19887.86,3217531.0
350,2.78,2.78,21.19,21.17,0.0,0.0,3744621.0,2.78,2.78,21.19,21.17,524.74,20463.82,3218107.0
351,2.73,2.73,20.78,20.23,0.0,0.0,3744621.0,2.73,2.73,20.78,20.23,505.03,20982.71,3218626.0
352,2.68,2.68,18.26,20.19,0.0,0.0,3744621.0,2.68,2.68,18.26,20.19,465.43,1225.2,3263739.0
353,2.76,2.75,18.32,22.0,0.0,0.0,3744621.0,2.76,2.75,18.32,22.0,507.09,1796.21,3264310.0
354,2.8,2.78,18.62,23.46,0.0,0.0,3744621.0,2.8,2.78,18.62,23.46,3065.9,2480.81,3264996.0
355,2.97,2.96,22.54,22.8,0.0,0.0,3744621.0,2.97,2.96,22.54,22.8,678.08,4028.38,3266543.0
356,2.89,2.89,23.09,22.58,0.0,0.0,3744621.0,2.89,2.89,23.09,22.58,675.85,4710.85,3267225.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,2.77,2.76,19.03,36.29,0.0,0.0,3744621.0,2.77,2.76,19.03,36.29,2035.32,10602.13,3473435.0
429,2.79,2.78,18.84,35.5,0.0,0.0,3744621.0,2.79,2.78,18.84,35.5,1156.68,11868.76,3474702.0
430,2.77,2.76,18.3,28.37,0.0,0.0,3744621.0,2.77,2.76,18.3,28.37,1997.95,13635.15,3476468.0
431,2.79,2.78,18.14,23.89,0.0,0.0,3744621.0,2.79,2.78,18.14,23.89,1759.47,15329.48,3478163.0
432,2.93,2.93,18.74,21.89,0.0,0.0,3744621.0,2.93,2.93,18.74,21.89,1840.48,17136.12,3479969.0
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
